Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget Margin,Budget Sales,Budget COGS,Date,Market,State,Area Code,Market Size,Product Type,Product,Type 
25,35,62,23,18,6,803,20,30,50,20,9/1/11,West,Nevada,775,Small Market,Espresso,Decaf Espresso,Decaf
19,30,53,20,17,5,482,20,20,30,10,9/1/11,West,Oregon,541,Small Market,Tea,Darjeeling,Regular
129,150,265,99,63,32,798,60,100,160,60,9/1/11,West,Oregon,503,Small Market,Tea,Earl Grey,Regular
120,134,245,96,53,29,666,60,90,150,60,9/1/11,West,Oregon,971,Small Market,Tea,Green Tea,Regular
25,36,65,25,19,7,823,30,30,50,20,9/1/11,West,Oregon,503,Small Market,Herbal Tea,Chamomile,Decaf
70,79,149,61,32,20,579,50,70,120,50,9/1/11,West,Oregon,541,Small Market,Herbal Tea,Lemon,Decaf
-4,74,134,52,77,47,509,30,90,150,60,9/1/11,West,Oregon,503,Small Market,Coffee,Amaretto,Regular
27,80,146,57,62,18,469,50,100,170,70,9/1/11,West,Oregon,541,Small Market,Coffee,Columbian,Regular
42,64,114,43,36,13,424,50,80,130,50,9/1/11,West,Oregon,503,Small Market,Coffee,Decaf Irish Cream,Decaf
9,57,109,45,51,17,409,10,50,90,40,9/1/11,West,Oregon,971,Small Market,Espresso,Caffe Latte,Regular
42,72,133,53,44,17,410,40,70,120,50,9/1/11,West,Oregon,503,Small Market,Espresso,Caffe Mocha,Regular
129,155,330,155,68,43,1280,90,150,290,140,9/1/11,West,Oregon,971,Small Market,Espresso,Decaf Espresso,Decaf
80,94,161,57,40,17,349,40,70,100,30,9/1/11,West,Washington,206,Small Market,Tea,Darjeeling,Regular
46,67,120,46,36,14,454,30,40,70,30,9/1/11,West,Washington,509,Small Market,Tea,Earl Grey,Regular
3,87,159,62,85,56,612,10,60,100,40,9/1/11,West,Washington,206,Small Market,Tea,Green Tea,Regular
135,155,275,103,64,33,1130,100,140,220,80,9/1/11,West,Washington,509,Small Market,Herbal Tea,Chamomile,Decaf
70,71,127,48,24,13,834,50,60,100,40,9/1/11,West,Washington,425,Small Market,Herbal Tea,Lemon,Decaf
83,99,178,68,43,21,445,80,120,200,80,9/1/11,West,Washington,425,Small Market,Coffee,Columbian,Regular
24,130,238,93,114,84,692,60,160,270,110,9/1/11,West,Washington,206,Small Market,Coffee,Decaf Irish Cream,Decaf
31,43,81,33,22,10,577,30,40,70,30,9/1/11,West,Washington,360,Small Market,Espresso,Caffe Latte,Regular
34,82,159,67,59,25,391,30,80,140,60,9/1/11,West,Washington,360,Small Market,Espresso,Caffe Mocha,Regular
79,99,194,83,46,25,1063,70,100,170,70,9/1/11,West,Washington,206,Small Market,Espresso,Decaf Espresso,Decaf
137,161,343,161,69,45,1267,110,140,260,120,10/1/11,Central,Colorado,720,Major Market,Herbal Tea,Chamomile,Decaf
-7,71,130,51,76,46,503,30,60,90,30,10/1/11,Central,Colorado,720,Major Market,Herbal Tea,Lemon,Decaf
39,71,131,52,45,17,405,50,60,90,30,10/1/11,Central,Colorado,970,Major Market,Herbal Tea,Mint,Decaf
19,66,128,54,53,20,404,30,50,80,30,10/1/11,Central,Colorado,720,Major Market,Tea,Darjeeling,Regular
40,64,126,54,37,16,1037,40,50,80,30,10/1/11,Central,Colorado,970,Major Market,Tea,Earl Grey,Regular
110,115,218,90,41,29,572,80,90,140,50,10/1/11,Central,Colorado,970,Major Market,Tea,Green Tea,Regular
117,111,199,76,32,21,580,170,180,280,100,10/1/11,Central,Colorado,970,Major Market,Espresso,Caffe Mocha,Regular
83,110,194,72,54,23,650,130,160,260,100,10/1/11,Central,Colorado,970,Major Market,Espresso,Decaf Espresso,Decaf
197,179,322,123,46,34,915,160,180,300,120,10/1/11,Central,Colorado,719,Major Market,Coffee,Amaretto,Regular
40,51,96,39,24,12,541,50,50,80,30,10/1/11,Central,Colorado,303,Major Market,Coffee,Columbian,Regular
172,157,282,108,41,30,971,150,160,260,100,10/1/11,Central,Colorado,719,Major Market,Coffee,Decaf Irish Cream,Decaf
197,179,322,123,46,34,915,140,150,240,90,10/1/11,Central,Illinois,708,Major Market,Herbal Tea,Chamomile,Decaf
40,51,96,39,24,12,541,40,40,60,20,10/1/11,Central,Illinois,312,Major Market,Herbal Tea,Lemon,Decaf
172,157,282,108,41,30,971,120,130,210,80,10/1/11,Central,Illinois,815,Major Market,Herbal Tea,Mint,Decaf
116,111,199,76,33,21,580,80,80,130,50,10/1/11,Central,Illinois,815,Major Market,Tea,Darjeeling,Regular
82,110,194,72,55,23,650,50,80,130,50,10/1/11,Central,Illinois,815,Major Market,Tea,Earl Grey,Regular
332,341,637,257,117,84,1662,420,520,890,370,10/1/11,Central,Illinois,312,Major Market,Espresso,Caffe Mocha,Regular
221,239,509,239,90,66,1755,300,370,710,340,10/1/11,Central,Illinois,773,Major Market,Espresso,Decaf Espresso,Decaf
178,213,391,154,93,50,1132,160,220,370,150,10/1/11,Central,Illinois,815,Major Market,Coffee,Columbian,Regular
171,176,318,122,61,39,789,160,190,300,110,10/1/11,Central,Illinois,815,Major Market,Coffee,Decaf Irish Cream,Decaf
332,341,637,257,117,84,1662,210,280,480,200,10/1/11,Central,Iowa,319,Small Market,Herbal Tea,Chamomile,Decaf
169,176,318,122,62,39,789,130,150,240,90,10/1/11,Central,Iowa,515,Small Market,Herbal Tea,Lemon,Decaf
221,239,509,239,90,66,1755,110,170,340,170,10/1/11,Central,Iowa,515,Small Market,Tea,Darjeeling,Regular
272,312,604,255,129,96,1756,130,230,400,170,10/1/11,Central,Iowa,515,Small Market,Tea,Earl Grey,Regular
27,35,62,23,17,6,800,50,50,70,20,10/1/11,Central,Iowa,641,Small Market,Espresso,Caffe Mocha,Regular
46,43,46,0,12,0,430,60,60,60,0,10/1/11,Central,Iowa,563,Small Market,Espresso,Decaf Espresso,Decaf
22,31,55,21,16,5,846,30,30,40,10,10/1/11,Central,Iowa,515,Small Market,Coffee,Amaretto,Regular
10,37,72,31,30,9,1000,30,40,60,20,10/1/11,Central,Iowa,515,Small Market,Coffee,Columbian,Regular
-3,13,25,10,15,3,598,10,10,10,0,10/1/11,Central,Iowa,641,Small Market,Coffee,Decaf Irish Cream,Decaf
-9,64,116,45,70,41,320,30,60,80,20,10/1/11,Central,Missouri,573,Small Market,Herbal Tea,Chamomile,Decaf
-39,23,116,86,49,26,1698,10,20,80,60,10/1/11,Central,Missouri,417,Small Market,Herbal Tea,Lemon,Decaf
19,53,98,39,40,12,244,30,40,60,20,10/1/11,Central,Missouri,314,Small Market,Tea,Darjeeling,Regular
-16,31,60,25,42,9,209,0,20,30,10,10/1/11,Central,Missouri,573,Small Market,Tea,Earl Grey,Regular
-4,43,82,34,46,12,240,10,30,40,10,10/1/11,Central,Missouri,314,Small Market,Tea,Green Tea,Regular
53,59,106,40,23,11,881,90,90,140,50,10/1/11,Central,Missouri,573,Small Market,Espresso,Caffe Mocha,Regular
42,47,84,32,19,8,833,80,80,110,30,10/1/11,Central,Missouri,417,Small Market,Espresso,Decaf Espresso,Decaf
52,98,189,79,63,30,593,70,100,170,70,10/1/11,Central,Missouri,573,Small Market,Coffee,Columbian,Regular
52,77,151,65,42,20,1053,70,80,130,50,10/1/11,Central,Missouri,636,Small Market,Coffee,Decaf Irish Cream,Decaf
24,32,56,21,16,5,480,30,30,30,0,10/1/11,Central,Ohio,937,Major Market,Herbal Tea,Chamomile,Decaf
30,39,70,27,19,7,859,30,30,40,10,10/1/11,Central,Ohio,937,Major Market,Herbal Tea,Lemon,Decaf
96,123,218,82,58,27,788,60,90,140,50,10/1/11,Central,Ohio,419,Major Market,Tea,Darjeeling,Regular
113,127,232,91,51,28,656,80,100,150,50,10/1/11,Central,Ohio,419,Major Market,Tea,Earl Grey,Regular
137,161,343,161,69,45,1267,190,240,470,230,10/1/11,Central,Ohio,513,Major Market,Espresso,Caffe Mocha,Regular
18,66,128,54,54,20,404,70,100,170,70,10/1/11,Central,Ohio,419,Major Market,Espresso,Decaf Espresso,Decaf
39,71,131,52,45,17,405,60,70,110,40,10/1/11,Central,Ohio,614,Major Market,Coffee,Amaretto,Regular
42,64,114,43,36,13,419,60,70,100,30,10/1/11,Central,Ohio,937,Major Market,Coffee,Columbian,Regular
-7,71,130,51,76,46,503,30,70,110,40,10/1/11,Central,Ohio,234,Major Market,Coffee,Decaf Irish Cream,Decaf
85,99,169,60,42,18,329,80,80,120,40,10/1/11,Central,Wisconsin,715,Small Market,Herbal Tea,Chamomile,Decaf
67,70,126,48,25,13,851,60,60,90,30,10/1/11,Central,Wisconsin,262,Small Market,Herbal Tea,Lemon,Decaf
45,67,120,46,37,14,449,40,50,70,20,10/1/11,Central,Wisconsin,262,Small Market,Tea,Darjeeling,Regular
0,84,153,60,84,54,606,0,50,90,40,10/1/11,Central,Wisconsin,262,Small Market,Tea,Earl Grey,Regular
71,94,185,80,46,24,1055,120,140,250,110,10/1/11,Central,Wisconsin,262,Small Market,Espresso,Caffe Mocha,Regular
15,29,54,22,19,7,573,50,50,70,20,10/1/11,Central,Wisconsin,262,Small Market,Espresso,Decaf Espresso,Decaf
22,70,134,56,55,21,385,50,80,120,40,10/1/11,Central,Wisconsin,414,Small Market,Coffee,Amaretto,Regular
27,134,245,96,116,87,683,60,140,230,90,10/1/11,Central,Wisconsin,414,Small Market,Coffee,Columbian,Regular
91,116,215,86,55,28,547,100,120,200,80,10/1/11,Central,Wisconsin,920,Small Market,Coffee,Decaf Irish Cream,Decaf
50,98,189,79,64,30,593,30,50,90,40,10/1/11,East,Connecticut,203,Small Market,Herbal Tea,Lemon,Decaf
52,77,151,65,42,20,1053,50,50,80,30,10/1/11,East,Connecticut,203,Small Market,Herbal Tea,Mint,Decaf
53,59,106,40,23,11,881,50,60,100,40,10/1/11,East,Connecticut,475,Small Market,Tea,Darjeeling,Regular
27,36,64,24,18,6,806,40,40,60,20,10/1/11,East,Connecticut,203,Small Market,Tea,Green Tea,Regular
1,84,153,60,83,54,606,40,90,130,40,10/1/11,East,Connecticut,959,Small Market,Espresso,Caffe Mocha,Regular
31,64,118,47,43,15,375,50,60,90,30,10/1/11,East,Connecticut,203,Small Market,Espresso,Decaf Espresso,Decaf
171,188,334,125,73,41,1119,130,160,260,100,10/1/11,East,Connecticut,203,Small Market,Coffee,Columbian,Regular
15,29,54,22,19,7,573,20,20,20,0,10/1/11,East,Florida,904,Major Market,Herbal Tea,Chamomile,Decaf
24,70,134,56,54,21,385,20,30,60,30,10/1/11,East,Florida,786,Major Market,Herbal Tea,Lemon,Decaf
71,94,185,80,46,24,1055,40,50,90,40,10/1/11,East,Florida,904,Major Market,Herbal Tea,Mint,Decaf
52,56,100,38,21,10,871,50,60,100,40,10/1/11,East,Florida,561,Major Market,Tea,Darjeeling,Regular
68,70,126,48,24,13,851,60,70,120,50,10/1/11,East,Florida,772,Major Market,Tea,Green Tea,Regular
27,134,245,96,116,87,683,50,130,210,80,10/1/11,East,Florida,727,Major Market,Espresso,Caffe Mocha,Regular
89,116,215,86,56,28,547,90,110,180,70,10/1/11,East,Florida,321,Major Market,Espresso,Decaf Espresso,Decaf
95,123,218,82,59,27,788,90,110,170,60,10/1/11,East,Florida,954,Major Market,Coffee,Columbian,Regular
113,127,232,91,51,28,656,90,110,180,70,10/1/11,East,Florida,772,Major Market,Coffee,Decaf Irish Cream,Decaf
19,66,128,54,53,20,404,20,30,60,30,10/1/11,East,Massachusetts,339,Major Market,Herbal Tea,Lemon,Decaf
30,39,70,27,19,7,859,50,50,70,20,10/1/11,East,Massachusetts,978,Major Market,Tea,Darjeeling,Regular
22,32,56,21,17,5,480,30,30,50,20,10/1/11,East,Massachusetts,781,Major Market,Tea,Green Tea,Regular
-16,65,124,51,76,46,542,30,70,100,30,10/1/11,East,Massachusetts,774,Major Market,Espresso,Caffe Mocha,Regular
137,161,343,161,69,45,1267,120,160,300,140,10/1/11,East,Massachusetts,508,Major Market,Espresso,Regular Espresso,Regular
516,402,505,72,54,23,-3004,330,350,400,50,10/1/11,East,Massachusetts,857,Major Market,Coffee,Columbian,Regular
-4,43,82,34,46,12,240,20,30,40,10,10/1/11,East,New Hampshire,603,Small Market,Herbal Tea,Lemon,Decaf
21,31,55,21,17,5,846,30,30,50,20,10/1/11,East,New Hampshire,603,Small Market,Tea,Darjeeling,Regular
47,43,46,0,11,0,430,40,40,40,0,10/1/11,East,New Hampshire,603,Small Market,Tea,Green Tea,Regular
-10,64,116,45,71,41,320,30,60,90,30,10/1/11,East,New Hampshire,603,Small Market,Espresso,Caffe Mocha,Regular
-18,31,60,25,43,9,209,10,30,40,10,10/1/11,East,New Hampshire,603,Small Market,Espresso,Regular Espresso,Regular
49,71,128,49,38,15,310,60,60,90,30,10/1/11,East,New Hampshire,603,Small Market,Coffee,Amaretto,Regular
36,69,121,45,45,14,447,50,60,90,30,10/1/11,East,New Hampshire,603,Small Market,Coffee,Columbian,Regular
191,258,547,255,129,96,1622,70,150,290,140,10/1/11,East,New York,585,Major Market,Herbal Tea,Lemon,Decaf
-252,-75,175,239,95,74,4360,-100,-50,80,130,10/1/11,East,New York,631,Major Market,Herbal Tea,Mint,Decaf
171,157,282,108,42,30,971,140,170,280,110,10/1/11,East,New York,585,Major Market,Tea,Darjeeling,Regular
199,179,322,123,45,34,915,160,190,320,130,10/1/11,East,New York,718,Major Market,Tea,Earl Grey,Regular
116,111,199,76,33,21,580,100,120,200,80,10/1/11,East,New York,607,Major Market,Tea,Green Tea,Regular
-300,-56,74,125,146,113,3142,-170,-60,50,110,10/1/11,East,New York,914,Major Market,Espresso,Caffe Mocha,Regular
646,526,815,239,91,66,1197,450,510,720,210,10/1/11,East,New York,212,Major Market,Espresso,Regular Espresso,Regular
367,390,693,260,143,91,2548,230,330,540,210,10/1/11,East,New York,716,Major Market,Coffee,Columbian,Regular
129,133,251,103,46,33,564,110,130,210,80,10/1/11,South,Louisiana,318,Small Market,Herbal Tea,Chamomile,Decaf
50,98,189,79,64,30,593,60,90,150,60,10/1/11,South,Louisiana,225,Small Market,Herbal Tea,Lemon,Decaf
70,71,127,48,24,13,829,80,90,160,70,10/1/11,South,Louisiana,337,Small Market,Coffee,Columbian,Regular
67,70,126,48,25,13,851,80,90,160,70,10/1/11,South,Louisiana,985,Small Market,Coffee,Decaf Irish Cream,Decaf
1,84,153,60,83,54,-762,10,60,90,30,10/1/11,South,Louisiana,504,Small Market,Espresso,Caffe Latte,Regular
86,99,169,60,41,18,329,70,70,100,30,10/1/11,South,Louisiana,225,Small Market,Espresso,Caffe Mocha,Regular
45,67,120,46,37,14,449,40,40,60,20,10/1/11,South,Louisiana,318,Small Market,Espresso,Decaf Espresso,Decaf
21,31,55,21,17,5,846,30,30,40,10,10/1/11,South,New Mexico,505,Small Market,Herbal Tea,Chamomile,Decaf
9,37,72,31,31,9,1000,30,40,50,10,10/1/11,South,New Mexico,505,Small Market,Herbal Tea,Lemon,Decaf
34,69,121,45,46,14,447,80,110,160,50,10/1/11,South,New Mexico,505,Small Market,Coffee,Columbian,Regular
-39,23,116,86,49,26,1698,10,40,150,110,10/1/11,South,New Mexico,505,Small Market,Coffee,Decaf Irish Cream,Decaf
-18,31,60,25,43,9,-466,10,20,30,10,10/1/11,South,New Mexico,505,Small Market,Espresso,Caffe Latte,Regular
-9,64,116,45,70,41,320,10,40,60,20,10/1/11,South,New Mexico,505,Small Market,Espresso,Caffe Mocha,Regular
21,53,98,39,39,12,244,20,30,50,20,10/1/11,South,New Mexico,505,Small Market,Espresso,Decaf Espresso,Decaf
24,70,134,56,54,21,385,50,70,110,40,10/1/11,South,Oklahoma,580,Small Market,Herbal Tea,Chamomile,Decaf
25,134,245,96,117,87,683,40,120,200,80,10/1/11,South,Oklahoma,918,Small Market,Herbal Tea,Lemon,Decaf
110,115,218,90,41,29,572,140,160,290,130,10/1/11,South,Oklahoma,918,Small Market,Coffee,Columbian,Regular
31,39,70,27,18,7,859,60,60,90,30,10/1/11,South,Oklahoma,405,Small Market,Coffee,Decaf Irish Cream,Decaf
113,127,232,91,51,28,-1785,70,80,130,50,10/1/11,South,Oklahoma,405,Small Market,Espresso,Caffe Latte,Regular
22,32,56,21,17,5,480,30,30,30,0,10/1/11,South,Oklahoma,580,Small Market,Espresso,Caffe Mocha,Regular
96,123,218,82,58,27,788,60,80,130,50,10/1/11,South,Oklahoma,405,Small Market,Espresso,Decaf Espresso,Decaf
39,71,131,52,45,17,405,70,80,110,30,10/1/11,South,Texas,325,Major Market,Herbal Tea,Chamomile,Decaf
42,64,114,43,36,13,419,50,60,90,30,10/1/11,South,Texas,430,Major Market,Herbal Tea,Lemon,Decaf
275,281,554,239,96,74,1246,340,420,770,350,10/1/11,South,Texas,432,Major Market,Coffee,Columbian,Regular
39,51,96,39,25,12,541,80,90,130,40,10/1/11,South,Texas,281,Major Market,Coffee,Decaf Irish Cream,Decaf
82,110,194,72,55,23,-868,50,70,110,40,10/1/11,South,Texas,682,Major Market,Espresso,Caffe Latte,Regular
197,179,322,123,46,34,915,100,120,190,70,10/1/11,South,Texas,817,Major Market,Espresso,Caffe Mocha,Regular
116,111,199,76,33,21,580,80,80,120,40,10/1/11,South,Texas,432,Major Market,Espresso,Decaf Espresso,Decaf
-9,64,116,45,70,41,320,20,40,50,10,10/1/11,West,Utah,435,Small Market,Tea,Darjeeling,Regular
21,53,98,39,39,12,244,20,30,40,10,10/1/11,West,Utah,435,Small Market,Tea,Earl Grey,Regular
-18,31,60,25,43,9,209,10,20,20,0,10/1/11,West,Utah,435,Small Market,Tea,Green Tea,Regular
49,71,128,49,38,15,310,60,60,90,30,10/1/11,West,Utah,801,Small Market,Herbal Tea,Chamomile,Decaf
34,69,121,45,46,14,447,60,70,90,20,10/1/11,West,Utah,435,Small Market,Herbal Tea,Lemon,Decaf
-40,23,116,86,50,26,1698,0,20,80,60,10/1/11,West,Utah,435,Small Market,Herbal Tea,Mint,Decaf
129,133,251,103,46,33,564,110,130,210,80,10/1/11,West,Utah,435,Small Market,Espresso,Caffe Mocha,Regular
55,59,106,40,22,11,881,60,60,80,20,10/1/11,West,Utah,435,Small Market,Espresso,Decaf Espresso,Decaf
53,77,151,65,41,20,1053,90,110,200,90,10/1/11,West,Utah,435,Small Market,Coffee,Amaretto,Regular
33,64,118,47,42,15,375,80,100,150,50,10/1/11,West,Utah,435,Small Market,Coffee,Columbian,Regular
50,98,189,79,64,30,593,120,160,260,100,10/1/11,West,Utah,435,Small Market,Coffee,Decaf Irish Cream,Decaf
42,47,84,32,19,8,833,40,40,60,20,10/1/11,West,Utah,435,Small Market,Espresso,Caffe Latte,Regular
199,179,322,123,45,34,915,80,90,140,50,10/1/11,West,California,831,Major Market,Tea,Darjeeling,Regular
117,111,199,76,32,21,580,50,50,80,30,10/1/11,West,California,626,Major Market,Tea,Earl Grey,Regular
83,110,194,72,54,23,650,50,60,80,20,10/1/11,West,California,510,Major Market,Tea,Green Tea,Regular
171,157,282,108,42,30,971,120,130,210,80,10/1/11,West,California,925,Major Market,Herbal Tea,Chamomile,Decaf
276,281,554,239,95,74,1246,170,220,410,190,10/1/11,West,California,951,Major Market,Herbal Tea,Lemon,Decaf
39,51,96,39,25,12,541,40,40,60,20,10/1/11,West,California,530,Major Market,Herbal Tea,Mint,Decaf
40,173,318,125,146,113,898,50,160,270,110,10/1/11,West,California,805,Major Market,Espresso,Caffe Mocha,Regular
334,341,637,257,116,84,1662,240,320,550,230,10/1/11,West,California,415,Major Market,Espresso,Decaf Espresso,Decaf
-110,-13,116,122,61,39,2555,-60,-20,150,170,10/1/11,West,California,909,Major Market,Coffee,Amaretto,Regular
367,390,693,260,143,91,2548,470,580,960,380,10/1/11,West,California,818,Major Market,Coffee,Columbian,Regular
-174,-24,139,154,93,50,3654,-100,-30,190,220,10/1/11,West,California,650,Major Market,Coffee,Decaf Irish Cream,Decaf
221,239,509,239,90,66,1755,160,220,430,210,10/1/11,West,California,714,Major Market,Espresso,Caffe Latte,Regular
332,341,637,257,117,84,1662,130,180,290,110,10/1/11,West,Nevada,775,Small Market,Tea,Darjeeling,Regular
221,239,509,239,90,66,1755,80,120,230,110,10/1/11,West,Nevada,775,Small Market,Tea,Earl Grey,Regular
-539,-255,22,255,129,96,7058,-170,-110,0,110,10/1/11,West,Nevada,702,Small Market,Tea,Green Tea,Regular
39,173,318,125,147,113,898,60,150,240,90,10/1/11,West,Nevada,702,Small Market,Herbal Tea,Chamomile,Decaf
178,213,391,154,93,50,1132,120,170,290,120,10/1/11,West,Nevada,775,Small Market,Herbal Tea,Lemon,Decaf
169,176,318,122,62,39,789,130,150,240,90,10/1/11,West,Nevada,775,Small Market,Herbal Tea,Mint,Decaf
21,31,55,21,17,5,846,20,20,30,10,10/1/11,West,Nevada,775,Small Market,Espresso,Caffe Mocha,Regular
25,35,62,23,18,6,800,30,30,40,10,10/1/11,West,Nevada,775,Small Market,Espresso,Decaf Espresso,Decaf
-3,43,82,34,45,12,240,30,60,100,40,10/1/11,West,Nevada,702,Small Market,Coffee,Columbian,Regular
10,37,72,31,30,9,1000,50,60,90,30,10/1/11,West,Nevada,775,Small Market,Coffee,Decaf Irish Cream,Decaf
47,43,46,0,11,0,430,30,30,30,0,10/1/11,West,Nevada,702,Small Market,Espresso,Caffe Latte,Regular
24,32,56,21,16,5,480,20,20,20,0,10/1/11,West,Oregon,971,Small Market,Tea,Darjeeling,Regular
95,123,218,82,59,27,788,50,60,90,30,10/1/11,West,Oregon,503,Small Market,Tea,Earl Grey,Regular
113,127,232,91,51,28,656,50,60,100,40,10/1/11,West,Oregon,541,Small Market,Tea,Green Tea,Regular
25,36,65,25,19,7,820,30,30,40,10,10/1/11,West,Oregon,971,Small Market,Herbal Tea,Chamomile,Decaf
108,115,218,90,42,29,572,90,100,160,60,10/1/11,West,Oregon,541,Small Market,Herbal Tea,Lemon,Decaf
18,66,128,54,54,20,404,40,60,100,40,10/1/11,West,Oregon,971,Small Market,Espresso,Caffe Latte,Regular
40,71,131,52,44,17,405,60,70,100,30,10/1/11,West,Oregon,541,Small Market,Espresso,Caffe Mocha,Regular
135,161,343,161,70,45,1267,110,150,290,140,10/1/11,West,Oregon,503,Small Market,Espresso,Decaf Espresso,Decaf
-7,71,130,51,76,46,503,50,100,170,70,10/1/11,West,Oregon,503,Small Market,Coffee,Amaretto,Regular
31,84,153,60,63,19,463,90,130,210,80,10/1/11,West,Oregon,503,Small Market,Coffee,Columbian,Regular
43,64,114,43,35,13,419,80,100,150,50,10/1/11,West,Oregon,971,Small Market,Coffee,Decaf Irish Cream,Decaf
85,99,169,60,42,18,329,40,50,70,20,10/1/11,West,Washington,425,Small Market,Tea,Darjeeling,Regular
46,67,120,46,36,14,449,30,30,50,20,10/1/11,West,Washington,509,Small Market,Tea,Earl Grey,Regular
0,84,153,60,84,54,606,10,40,60,20,10/1/11,West,Washington,206,Small Market,Tea,Green Tea,Regular
171,188,334,125,73,41,1119,130,160,250,90,10/1/11,West,Washington,360,Small Market,Herbal Tea,Chamomile,Decaf
70,71,127,48,24,13,829,60,60,90,30,10/1/11,West,Washington,509,Small Market,Herbal Tea,Lemon,Decaf
15,29,54,22,19,7,573,20,20,30,10,10/1/11,West,Washington,206,Small Market,Espresso,Caffe Latte,Regular
24,70,134,56,54,21,385,50,70,110,40,10/1/11,West,Washington,425,Small Market,Espresso,Caffe Mocha,Regular
71,94,185,80,46,24,1055,80,90,150,60,10/1/11,West,Washington,360,Small Market,Espresso,Decaf Espresso,Decaf
83,99,178,68,43,21,438,110,140,230,90,10/1/11,West,Washington,360,Small Market,Coffee,Columbian,Regular
25,134,245,96,117,87,683,100,190,330,140,10/1/11,West,Washington,206,Small Market,Coffee,Decaf Irish Cream,Decaf
159,182,387,181,75,50,1283,100,160,330,170,11/1/11,Central,Colorado,970,Major Market,Herbal Tea,Chamomile,Decaf
-6,73,133,52,77,47,509,10,70,110,40,11/1/11,Central,Colorado,970,Major Market,Herbal Tea,Lemon,Decaf
47,79,147,59,47,19,411,40,70,120,50,11/1/11,Central,Colorado,970,Major Market,Herbal Tea,Mint,Decaf
22,69,132,55,54,20,410,20,60,100,40,11/1/11,Central,Colorado,719,Major Market,Tea,Darjeeling,Regular
43,68,133,57,39,17,1042,30,60,100,40,11/1/11,Central,Colorado,719,Major Market,Tea,Earl Grey,Regular
104,112,213,88,42,29,561,60,90,160,70,11/1/11,Central,Colorado,970,Major Market,Tea,Green Tea,Regular
71,73,131,50,25,14,589,70,90,150,60,11/1/11,Central,Colorado,303,Major Market,Espresso,Caffe Mocha,Regular
86,114,201,75,56,24,659,100,150,240,90,11/1/11,Central,Colorado,970,Major Market,Espresso,Decaf Espresso,Decaf
190,172,309,118,44,33,930,130,170,280,110,11/1/11,Central,Colorado,719,Major Market,Coffee,Amaretto,Regular
40,52,98,40,25,13,536,40,60,90,30,11/1/11,Central,Colorado,719,Major Market,Coffee,Columbian,Regular
125,117,211,81,33,22,984,80,110,190,80,11/1/11,Central,Colorado,720,Major Market,Coffee,Decaf Irish Cream,Decaf
188,172,309,118,45,33,930,110,150,260,110,11/1/11,Central,Illinois,708,Major Market,Herbal Tea,Chamomile,Decaf
40,52,98,40,25,13,536,30,50,80,30,11/1/11,Central,Illinois,312,Major Market,Herbal Tea,Lemon,Decaf
125,117,211,81,33,22,984,80,110,180,70,11/1/11,Central,Illinois,708,Major Market,Herbal Tea,Mint,Decaf
71,73,131,50,25,14,589,40,60,100,40,11/1/11,Central,Illinois,708,Major Market,Tea,Darjeeling,Regular
88,114,201,75,55,24,659,50,90,150,60,11/1/11,Central,Illinois,309,Major Market,Tea,Earl Grey,Regular
291,304,567,228,108,75,1691,290,390,680,290,11/1/11,Central,Illinois,630,Major Market,Espresso,Caffe Mocha,Regular
191,212,451,211,83,59,1778,200,270,540,270,11/1/11,Central,Illinois,847,Major Market,Espresso,Decaf Espresso,Decaf
206,239,439,173,100,57,1150,140,230,400,170,11/1/11,Central,Illinois,815,Major Market,Coffee,Columbian,Regular
157,165,296,113,59,36,803,110,160,270,110,11/1/11,Central,Illinois,847,Major Market,Coffee,Decaf Irish Cream,Decaf
291,304,567,228,108,75,1691,180,280,490,210,11/1/11,Central,Iowa,641,Small Market,Herbal Tea,Chamomile,Decaf
159,165,296,113,58,36,803,100,150,250,100,11/1/11,Central,Iowa,641,Small Market,Herbal Tea,Lemon,Decaf
191,212,451,211,83,59,1778,110,180,350,170,11/1/11,Central,Iowa,563,Small Market,Tea,Darjeeling,Regular
257,300,581,245,127,93,1784,130,250,450,200,11/1/11,Central,Iowa,641,Small Market,Tea,Earl Grey,Regular
24,34,60,22,18,6,802,40,50,70,20,11/1/11,Central,Iowa,515,Small Market,Espresso,Caffe Mocha,Regular
46,43,46,0,12,0,387,40,50,50,0,11/1/11,Central,Iowa,515,Small Market,Espresso,Decaf Espresso,Decaf
12,24,42,15,16,4,848,10,20,30,10,11/1/11,Central,Iowa,712,Small Market,Coffee,Amaretto,Regular
7,35,68,29,30,8,1003,20,40,60,20,11/1/11,Central,Iowa,515,Small Market,Coffee,Columbian,Regular
-4,13,25,10,16,3,596,10,20,20,0,11/1/11,Central,Iowa,319,Small Market,Coffee,Decaf Irish Cream,Decaf
-12,62,113,44,70,40,325,0,50,90,40,11/1/11,Central,Missouri,314,Small Market,Herbal Tea,Chamomile,Decaf
-13,40,130,82,49,25,1804,0,40,110,70,11/1/11,Central,Missouri,314,Small Market,Herbal Tea,Lemon,Decaf
13,47,87,35,38,11,248,10,40,60,20,11/1/11,Central,Missouri,636,Small Market,Tea,Darjeeling,Regular
-4,42,81,34,45,12,211,0,40,60,20,11/1/11,Central,Missouri,573,Small Market,Tea,Earl Grey,Regular
